label,centrality
[covering material],0.2727272727272727
[covering material],0.2727272727272727
[covering material],0.2727272727272727
[covering material],0.2727272727272727
[textblock],0.2631578947368421
[cover],0.2631578947368421
[textblock],0.2631578947368421
[spine],0.2631578947368421
[cover],0.2631578947368421
[covering material],0.25
[boards],0.25
[textblock],0.23809523809523808
[spine],0.23809523809523808
[spine],0.23809523809523808
[textblock],0.23809523809523808
[spine],0.23809523809523808
[textblock],0.23809523809523808
[textblock],0.23809523809523808
[textblock],0.23809523809523808
[spine],0.23809523809523808
[leaf attachment],0.22727272727272727
[leaf attachment],0.22727272727272727
[covering material],0.22727272727272727
[leaf attachment],0.22727272727272727
[covering material],0.22727272727272727
[endbands],0.22727272727272727
[covering material],0.22727272727272727
[hinges],0.22727272727272727
[endbands],0.22727272727272727
[leaf attachment],0.20833333333333334
[covering material],0.2
[spine],0.19047619047619047
[spine],0.17391304347826086
[spine],0.17391304347826086
[spine],0.17391304347826086
[1740],0.16666666666666666
[741],0.16666666666666666
[covering material],0.16666666666666666
[1724],0.16666666666666666
[1919],0.16666666666666666
[2032],0.16666666666666666
[727],0.16666666666666666
[5686],0.16666666666666666
[3174],0.16666666666666666
[2030],0.16666666666666666
[879],0.16666666666666666
[3191],0.16666666666666666
[5494],0.16666666666666666
[3827],0.16666666666666666
[1016],0.16666666666666666
[1918],0.16666666666666666
[740],0.16666666666666666
[5654],0.16666666666666666
[513],0.16666666666666666
[4449],0.16666666666666666
[659],0.16666666666666666
[3179],0.16666666666666666
[1114],0.16666666666666666
[3182],0.16666666666666666
[5703],0.16666666666666666
[491],0.16666666666666666
[SPC_472],0.16666666666666666
[2033],0.16666666666666666
[3176],0.16666666666666666
[5650],0.16666666666666666
[993],0.16666666666666666
[1307],0.16666666666666666
[3181],0.16666666666666666
[939],0.16666666666666666
[leaf attachment],0.16666666666666666
[leaf attachment],0.16666666666666666
[633],0.16666666666666666
[boards],0.16666666666666666
[5500],0.16666666666666666
[671],0.16666666666666666
[494],0.16666666666666666
[4851],0.16666666666666666
[666],0.16666666666666666
[751],0.16666666666666666
[928],0.16666666666666666
[4434],0.16666666666666666
[boards],0.16666666666666666
[5626],0.16666666666666666
[1786],0.16666666666666666
[680],0.16666666666666666
[121],0.16666666666666666
[996],0.16666666666666666
[boards],0.16666666666666666
[6211],0.16666666666666666
[1108],0.16666666666666666
[6342],0.16666666666666666
[704],0.16666666666666666
[317],0.16666666666666666
[5363],0.16666666666666666
[4403],0.16666666666666666
[318],0.16666666666666666
[1741],0.16666666666666666
[6519],0.16666666666666666
[496],0.16666666666666666
[6853],0.16666666666666666
[5455],0.16666666666666666
[boards],0.16666666666666666
[4447],0.16666666666666666
[999],0.16666666666666666
[321],0.16666666666666666
[1726],0.16666666666666666
[endbands],0.16666666666666666
[320],0.16666666666666666
[5367],0.16666666666666666
[spine],0.15789473684210525
[spine],0.15789473684210525
[spine],0.15789473684210525
[spine linings],0.15
[spine linings],0.15
[covering material],0.15
[sewing supports],0.15
[boards],0.15
[leaf attachment],0.15
[leaf attachment],0.15
[sewing supports],0.15
[boards],0.15
[hinges],0.15
[boards],0.15
[spine],0.14285714285714285
[spine],0.14285714285714285
[sewing supports],0.13636363636363635
[endbands],0.13636363636363635
[sewing supports],0.13636363636363635
[sewing supports],0.13636363636363635
[endbands],0.13636363636363635
[endbands],0.13636363636363635
[spine linings],0.13636363636363635
[endbands],0.13636363636363635
[endbands],0.13636363636363635
"[spine linings,spine lining]",0.13636363636363635
[spine linings],0.13636363636363635
[endbands],0.13636363636363635
[endbands],0.13636363636363635
